timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
2020-08-11 13:32:51.954	516679666	True	7	1332.135	375.6533	1313.6376	360.006	16.1822	1369.5452	316.1408	1331.501	290.9449	15.5398	0.3158	0.4907	1294.7249	435.1658	1303.9055	419.2775	16.8246	0.4552	0.4969
2020-08-11 13:32:51.986	516679698	True	7	1075.3955	372.0888	1312.4456	357.6617	16.834600000000002	1075.3955	372.0888	1075.3955	372.0888	16.5919	0.3139	0.4907	0.0	0.0	0.0	0.0	17.0773	0.453	0.4965
2020-08-11 13:32:52.053	516679765	False	7	514.3293	297.4258	506.9562	296.5092	16.396099999999997	538.0009	311.6781	535.2651	319.6717	16.5875	0.3107	0.4905	490.6577	283.1736	490.6577	283.1736	16.2047	0.4498	0.4955
2020-08-11 13:32:52.086	516679798	False	7	581.5942	313.8809	512.2521	288.4897	16.18825	618.8456	349.9472	563.2484	329.7928	16.3264	0.3109	0.4907	544.3429	277.8145	517.5345	280.4907	16.0501	0.4499	0.4955
2020-08-11 13:32:52.120	516679832	False	7	562.1934	284.1262	523.8714	292.4207	16.24505	575.4738	271.532	566.4419	315.1261	16.0809	0.3107	0.4907	548.913	296.7205	528.0841	285.9191	16.4092	0.4499	0.4957
2020-08-11 13:32:52.186	516679898	False	7	575.6624	259.0363	533.8337	291.3326	16.0012	621.5851	263.1953	621.5851	263.1953	15.933	0.3106	0.491	529.7396	254.8773	537.8465	276.7189	16.0694	0.4496	0.496
2020-08-11 13:32:52.220	516679932	False	7	565.3256	282.4692	614.8295	330.2437	15.68695	614.8295	330.2437	614.8295	330.2437	16.2555	0.3104	0.4914	515.8217	234.6946	515.8217	234.6946	15.1184	0.4494	0.4958
2020-08-11 13:32:52.253	516679965	False	7	565.7472	295.4659	555.4898	294.2473	15.572849999999999	608.2811	312.2114	611.5511	321.2161	15.9268	0.3102	0.4917	523.2133	278.7203	523.2133	278.7203	15.2189	0.4492	0.4961
2020-08-11 13:32:52.287	516679999	False	7	565.6172	270.6725	547.3083	283.1027	15.500350000000001	576.1933	276.075	599.7095	306.0898	15.9633	0.3099	0.4915	555.0411	265.27	539.1475	271.9866	15.0374	0.449	0.4959
2020-08-11 13:32:52.320	516680032	False	7	585.3077	327.2539	559.0126	290.306	15.73685	593.8255	336.1186	598.1762	313.5951	15.9648	0.3097	0.4913	576.7899	318.3893	551.7753	287.5085	15.5089	0.4489	0.4959
2020-08-11 13:32:52.353	516680065	False	7	559.7988	312.0682	563.163	294.0742	15.5002	598.4898	327.9013	598.1919	316.4915	15.8181	0.3095	0.4913	521.1078	296.2351	544.1081	289.7603	15.1823	0.4486	0.4956
2020-08-11 13:32:52.386	516680098	False	7	549.048	274.2852	562.307	294.2061	15.2483	587.3669	278.8682	596.3065	310.0918	15.7449	0.3094	0.4912	510.729	269.7022	537.337	285.7408	14.7517	0.4484	0.4955
2020-08-11 13:32:52.453	516680165	True	7	547.6841	303.7159	565.3522	297.6243	15.486650000000001	529.9846	301.2459	586.7124	314.3087	15.6122	0.3091	0.4912	565.3837	306.1859	549.6221	295.0668	15.3611	0.4484	0.4956
2020-08-11 13:32:52.486	516680198	True	7	584.0536	308.1445	565.6774	298.4474	15.5368	619.3539	339.6057	590.3677	317.2833	16.2232	0.3094	0.4914	548.7533	276.6833	549.5952	292.7664	14.8504	0.4487	0.4954
2020-08-11 13:32:52.519	516680231	False	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-08-11 13:32:52.553	516680265	False	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-08-11 13:32:52.586	516680298	False	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-08-11 13:32:52.619	516680331	False	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-08-11 13:32:52.686	516680398	True	7	646.8679	204.4306	567.1217	297.3885	16.52355	636.6905	203.9706	636.6905	203.9706	17.5446	0.3108	0.4917	657.0453	204.8906	657.0453	204.8906	15.5025	0.4504	0.4963
2020-08-11 13:32:52.753	516680465	True	7	628.1975	283.5307	585.0779	296.8253	15.053249999999998	639.4438	306.4463	655.1111	304.4806	15.4203	0.3108	0.4924	616.9512	260.6151	640.1002	276.9049	14.6862	0.4503	0.4967
2020-08-11 13:32:52.786	516680498	True	7	709.9058	310.998	592.3381	294.8904	15.49015	721.9081	348.3709	677.4448	319.1762	15.7929	0.3109	0.4928	697.9035	273.625	659.4106	275.7793	15.1874	0.4505	0.4968
2020-08-11 13:32:52.853	516680565	True	7	666.1058	305.1275	607.3077	295.46	16.01545	683.2447	296.9355	689.7586	308.901	16.1664	0.3107	0.493	648.967	313.3196	660.7783	288.5931	15.8645	0.4501	0.4971
2020-08-11 13:32:52.886	516680598	True	7	675.1931	349.5461	613.1187	296.0504	16.0607	676.5128	374.7943	687.5975	320.1161	16.348	0.3106	0.4934	673.8735	324.2979	663.0374	294.7528	15.7734	0.4501	0.4973
2020-08-11 13:32:52.952	516680664	True	7	655.5916	308.9214	623.1821	297.3602	16.24155	665.4946	322.9457	678.9232	317.9657	16.6788	0.3107	0.493	645.6886	294.8972	662.2207	293.4948	15.8043	0.4501	0.4971
2020-08-11 13:32:52.986	516680698	True	7	666.9294	299.2769	627.9523	298.6127	16.58835	662.8538	289.956	676.9683	314.7258	16.6947	0.3107	0.493	671.0051	308.5978	671.0051	308.5978	16.482	0.4502	0.4971
2020-08-11 13:32:53.019	516680731	True	7	671.675	306.1402	631.4444	301.6259	16.4636	687.1254	252.5657	677.9647	308.0445	16.3891	0.3107	0.4927	656.2245	359.7146	656.2245	359.7146	16.5381	0.4501	0.4973
2020-08-11 13:32:53.053	516680765	True	7	651.3647	350.6335	634.0955	303.705	16.878349999999998	676.5493	381.0399	677.7612	315.1305	17.5371	0.3105	0.4933	626.1801	320.2271	641.1832	339.9457	16.2196	0.4499	0.497
